Player,Team,PTS.G,CareerYear_index,poscomp_rookie,poscomp_soph,CareerYear_c,Season_c,AST.G_c,MP.G_c,TS_c,USG_c,Team_Pace_c,poscomp_rookie_c,poscomp_soph_c,Pos
Ja Morant,MEM,19.1,2,0,0,-0.68111447,0.886029424,2.472836578,0.932628489,-0.167191653,1.204582786,1.022042921,-1.267341261,-0.929047312,PG
Ja Morant,MEM,27.4,3,0,0,0.04533567,1.174235226,2.124798423,0.999490343,0.577584401,2.425888908,0.944529569,-1.267341261,-0.929047312,PG
Ja Morant,MEM,26.2,4,0,0,0.77178581,1.462441027,2.820874733,0.839021893,0.224795744,2.651360808,1.24838191,-1.267341261,-0.929047312,PG
Jabari Parker,MIL,12.3,1,0,0,-1.40756461,-0.843205383,-0.361188397,0.518084991,-0.363185351,-0.016723337,-0.822774866,-1.267341261,-0.929047312,PF
Jabari Parker,MIL,14.1,2,0,0,-0.68111447,-0.554999581,-0.361188397,0.812277151,-0.206390392,0.020855313,-0.751462582,-1.267341261,-0.929047312,PF
Jabari Parker,MIL,20.1,3,0,0,0.04533567,-0.26679378,0.185728703,1.106469311,0.342391963,1.073057511,-0.770065786,-1.267341261,-0.929047312,PF
Jabari Parker,MIL,12.6,4,0,0,0.77178581,0.021412021,-0.261748924,-0.217395409,0.087600155,0.678481687,-0.137556831,-1.267341261,-0.929047312,PF
Jabari Parker,CHI,14.3,5,0,0,1.49823595,0.309617822,-0.112589715,0.143658606,-0.049595434,0.791217637,0.566264409,-1.267341261,-0.929047312,PF
Jabari Parker,WAS,15,5,0,0,1.49823595,0.309617822,0.136008967,0.223892831,0.812776839,0.603324387,1.474720899,-1.267341261,-0.929047312,PF
Jahlil Okafor,PHI,17.5,1,1,2,-1.40756461,-0.554999581,-0.609787079,0.584946845,-0.186791022,1.223372111,0.299618477,-0.412711333,1.558680172,C
Jahlil Okafor,PHI,11.8,2,1,2,-0.68111447,-0.26679378,-0.609787079,-0.39123623,0.009202676,0.622113712,0.494952125,-0.412711333,1.558680172,C
Jahlil Okafor,BRK,6.4,3,1,2,0.04533567,0.021412021,-1.00754497,-1.741845691,0.930373058,0.020855313,0.677883637,-0.412711333,1.558680172,C
Jahlil Okafor,NOP,8.2,4,1,2,0.77178581,0.309617822,-0.858385761,-1.313929823,1.126366756,-0.167037936,1.989409559,-0.412711333,1.558680172,C
Jahlil Okafor,NOP,8.1,5,1,2,1.49823595,0.597823623,-0.609787079,-1.340674564,1.89074218,-0.167037936,1.989409559,-0.412711333,1.558680172,C
Jakob Poeltl,TOR,3.1,1,2,1,-1.40756461,-0.26679378,-1.106984443,-1.8755694,0.851975579,-1.632605283,-0.639843354,0.441918596,-0.099804817,C
Jakob Poeltl,TOR,6.9,2,2,1,-0.68111447,0.021412021,-0.858385761,-0.939503437,2.282729576,-1.125293509,0.169396045,0.441918596,-0.099804817,C
Jakob Poeltl,SAS,5.5,3,2,1,0.04533567,0.309617822,-0.609787079,-1.220323226,1.85154344,-1.444712034,0.436041977,0.441918596,-0.099804817,C
Jakob Poeltl,SAS,5.6,4,2,1,0.77178581,0.597823623,-0.311468661,-1.059854775,1.302761085,-1.425922709,1.136762683,0.441918596,-0.099804817,C
Jakob Poeltl,SAS,8.6,5,2,1,1.49823595,0.886029424,-0.261748924,0.143658606,1.302761085,-1.388344059,0.612772421,0.441918596,-0.099804817,C
Jamal Murray,DEN,9.9,1,2,0,-1.40756461,-0.26679378,-0.162309452,-0.551704681,-0.539579679,0.152380588,0.529058,0.441918596,-0.929047312,SG
Jamal Murray,DEN,16.7,2,2,0,-0.68111447,0.021412021,0.484047122,0.812277151,0.597183771,0.377852487,0.06707842,0.441918596,-0.929047312,PG
Jamal Murray,DEN,18.2,3,2,0,0.04533567,0.309617822,1.180123431,0.932628489,-0.147592283,0.772428312,0.315121147,0.441918596,-0.929047312,PG
Jamal Murray,DEN,18.5,4,2,0,0.77178581,0.597823623,1.180123431,0.892511376,0.263994484,0.828796286,0.051575749,0.441918596,-0.929047312,PG
Jamal Murray,DEN,21.2,5,2,0,1.49823595,0.886029424,1.180123431,1.320427245,0.910773688,0.753638987,0.08258109,0.441918596,-0.929047312,PG
Jaren Jackson Jr.,MEM,13.8,1,2,1,-1.40756461,0.309617822,-0.659506816,0.06342438,0.891174318,0.377852487,-0.100350422,0.441918596,-0.099804817,PF
Jaren Jackson Jr.,MEM,17.4,2,2,1,-0.68111447,0.597823623,-0.510347606,0.384361282,0.930373058,0.603324387,1.809578581,0.441918596,-0.099804817,C
Jaren Jackson Jr.,MEM,16.3,3,2,1,0.04533567,1.174235226,-0.659506816,0.223892831,-0.206390392,0.866374936,0.944529569,0.441918596,-0.099804817,PF
Jaren Jackson Jr.,MEM,18.6,4,2,1,0.77178581,1.462441027,-0.709226552,0.370988911,1.322360455,0.734849662,1.24838191,0.441918596,-0.099804817,C
Jarrett Culver,MIN,9.2,1,2,4,-1.40756461,0.597823623,-0.361188397,-0.23076778,-1.539147541,-0.298563211,2.00491223,0.441918596,2.387922666,SG
Jarrett Culver,MIN,5.3,2,2,4,-0.68111447,0.886029424,-0.858385761,-1.461025902,-1.362753212,-0.486456461,1.391006479,0.441918596,2.387922666,SG
Jarrett Culver,MEM,3.5,3,2,4,0.04533567,1.174235226,-0.758946288,-2.209878673,-2.205526115,-0.035512662,0.944529569,0.441918596,2.387922666,SG
Jaxson Hayes,NOP,7.4,1,3,2,-1.40756461,0.597823623,-0.758946288,-1.166833743,2.811912562,-1.08771486,1.989409559,1.296548525,0.729437677,C
Jaxson Hayes,NOP,7.5,2,3,2,-0.68111447,0.886029424,-0.908105498,-1.27381271,2.537521384,-0.86224296,0.950730637,1.296548525,0.729437677,C
Jaxson Hayes,NOP,9.3,3,3,2,0.04533567,1.174235226,-0.908105498,-0.752290245,2.635518233,-0.82466431,0.169396045,1.296548525,0.729437677,C
Jaxson Hayes,NOP,5,4,3,2,0.77178581,1.462441027,-0.858385761,-1.688356208,1.165565496,-0.956189585,0.653079364,1.296548525,0.729437677,C
Jaxson Hayes,LAL,4.3,5,3,2,1.49823595,1.750646828,-0.957825234,-1.755218062,3.380294287,-1.557447984,1.211175501,1.296548525,0.729437677,C
Jaylen Brown,BOS,6.6,1,1,1,-1.40756461,-0.26679378,-0.808666025,-1.12671663,-0.127992913,-0.505245786,-0.081747217,-0.412711333,-0.099804817,SF
Jaylen Brown,BOS,14.5,2,1,1,-0.68111447,0.021412021,-0.410908134,0.678553442,0.322792593,0.114801938,-0.224371785,-0.412711333,-0.099804817,SG
Jaylen Brown,BOS,13,3,1,1,0.04533567,0.309617822,-0.510347606,0.036679638,0.028802046,0.246327213,0.916624762,-0.412711333,-0.099804817,SG
Jaylen Brown,BOS,20.3,4,1,1,0.77178581,0.597823623,-0.162309452,1.106469311,0.73437936,0.734849662,0.758497523,-0.412711333,-0.099804817,SG
Jaylen Brown,BOS,24.7,5,1,1,1.49823595,0.886029424,0.484047122,1.186703536,0.793177469,1.67431591,0.454645182,-0.412711333,-0.099804817,SG
Jayson Tatum,BOS,13.9,1,0,0,-1.40756461,0.021412021,-0.410908134,0.6518087,0.793177469,-0.260984561,-0.224371785,-1.267341261,-0.929047312,SF
Jayson Tatum,BOS,15.7,2,0,0,-0.68111447,0.309617822,-0.162309452,0.732042925,0.028802046,0.246327213,0.916624762,-1.267341261,-0.929047312,SF
Jayson Tatum,BOS,23.4,3,0,0,0.04533567,0.597823623,0.285168176,1.159958794,0.420789442,1.467633335,0.758497523,-1.267341261,-0.929047312,PF
Jayson Tatum,BOS,26.4,4,0,0,0.77178581,0.886029424,0.931524749,1.360544358,0.597183771,1.880998484,0.454645182,-1.267341261,-0.929047312,SF
Jayson Tatum,BOS,26.9,5,0,0,1.49823595,1.174235226,0.981244486,1.373916729,0.636382511,2.125259709,-0.066244546,-1.267341261,-0.929047312,SF
Joel Embiid,PHI,20.2,1,2,0,-1.40756461,-0.26679378,-0.162309452,-0.030182216,0.75397873,2.858043382,0.494952125,0.441918596,-0.929047312,C
Joel Embiid,PHI,22.9,2,2,0,-0.68111447,0.021412021,0.384607649,0.625063958,0.538385661,2.369520933,1.015841853,0.441918596,-0.929047312,C
Joel Embiid,PHI,27.5,3,2,0,0.04533567,0.309617822,0.633206331,1.079724569,0.930373058,2.350731608,1.586340127,0.441918596,-0.929047312,C
Joel Embiid,PHI,23,4,2,0,0.77178581,0.597823623,0.285168176,0.518084991,0.871574948,2.275574308,0.656179898,0.441918596,-0.929047312,C
Joel Embiid,PHI,28.5,5,2,0,1.49823595,0.886029424,0.185728703,0.732042925,1.773145961,2.726518107,0.820508205,0.441918596,-0.929047312,C
Jonathan Isaac,ORL,5.4,1,1,1,-1.40756461,0.021412021,-0.858385761,-0.765662616,-1.578346281,-1.08771486,0.343025954,-0.412711333,-0.099804817,PF
Jonathan Isaac,ORL,9.6,2,1,1,-0.68111447,0.309617822,-0.659506816,0.130286235,-0.167191653,-0.843453635,0.364729693,-0.412711333,-0.099804817,PF
Jonathan Isaac,ORL,11.9,3,1,1,0.04533567,0.597823623,-0.510347606,0.424478395,0.126798895,-0.467667136,0.470147852,-0.412711333,-0.099804817,PF
Jonathan Isaac,ORL,6.8,4,1,1,0.77178581,1.750646828,-0.957825234,-1.313929823,1.263562345,-0.768296335,-0.032138671,-0.412711333,-0.099804817,PF
Josh Jackson,PHO,13.1,1,1,1,-1.40756461,0.021412021,-0.46062787,-0.030182216,-1.284355733,0.979110886,1.136762683,-0.412711333,-0.099804817,SF
Josh Jackson,PHO,11.5,2,1,1,-0.68111447,0.309617822,-0.062869979,-0.056926958,-1.147160144,0.584535062,1.139863217,-0.412711333,-0.099804817,SG
Josh Jackson,MEM,9,3,1,1,0.04533567,0.597823623,-0.410908134,-1.113344259,0.028802046,0.377852487,1.809578581,-0.412711333,-0.099804817,SF
Josh Jackson,DET,13.4,4,1,1,0.77178581,0.886029424,-0.062869979,-0.056926958,-0.578778419,1.073057511,0.222105124,-0.412711333,-0.099804817,SG
Josh Jackson,DET,7.1,5,1,1,1.49823595,1.174235226,-0.560067343,-1.006365292,-0.872768967,-0.336141861,0.414338238,-0.412711333,-0.099804817,SF
Julius Randle,LAL,11.3,1,3,0,-1.40756461,-0.554999581,-0.311468661,0.344244169,-1.245156993,0.077223288,-0.286382467,1.296548525,-0.929047312,PF
Julius Randle,LAL,13.2,2,3,0,-0.68111447,-0.26679378,0.583486594,0.424478395,-0.049595434,0.114801938,0.553862273,1.296548525,-0.929047312,PF
Julius Randle,LAL,16.1,3,3,0,0.04533567,0.021412021,0.08628923,0.143658606,1.185164866,0.847585611,1.062349864,1.296548525,-0.929047312,C
Julius Randle,NOP,21.4,4,3,0,0.77178581,0.309617822,0.334887912,0.665181071,1.067568647,1.317318735,1.989409559,1.296548525,-0.929047312,PF
Justise Winslow,MIA,6.4,1,1,0,-1.40756461,-0.554999581,-0.46062787,0.397733653,-1.107961405,-1.557447984,-1.033611184,-0.412711333,-0.929047312,SF
Justise Winslow,MIA,10.9,2,1,0,-0.68111447,-0.26679378,0.633206331,1.213448278,-2.871904689,-0.185827261,-0.608838013,-0.412711333,-0.929047312,SF
Justise Winslow,MIA,7.8,3,1,0,0.04533567,0.021412021,-0.112589715,-0.123788812,-0.970765816,-0.843453635,-0.425906502,-0.412711333,-0.929047312,PF
Justise Winslow,MIA,12.6,4,1,0,0.77178581,0.309617822,0.931524749,0.544829733,-0.637576529,0.002065988,0.389533966,-0.412711333,-0.929047312,SF
Karl-Anthony Towns,MIN,18.3,1,1,0,-1.40756461,-0.554999581,-0.212029188,0.852394263,0.871574948,0.772428312,-0.394901161,-0.412711333,-0.929047312,C
Karl-Anthony Towns,MIN,25.1,2,1,0,-0.68111447,-0.26679378,0.136008967,1.521012808,1.420357304,1.260950761,-0.618139615,-0.412711333,-0.929047312,C
Karl-Anthony Towns,MIN,21.3,3,1,0,0.04533567,0.021412021,-0.013150242,1.333799616,1.969139659,0.396641812,-0.224371785,-0.412711333,-0.929047312,C
Karl-Anthony Towns,MIN,24.4,4,1,0,0.77178581,0.309617822,0.484047122,0.999490343,1.498754783,1.52400131,1.056148796,-0.412711333,-0.929047312,C
Karl-Anthony Towns,MIN,26.5,5,1,0,1.49823595,0.597823623,0.981244486,1.106469311,1.89074218,1.505211985,2.00491223,-0.412711333,-0.929047312,C
Kevin Knox,NYK,12.8,1,1,2,-1.40756461,0.309617822,-0.659506816,0.424478395,-1.382352582,0.283905863,0.832910341,-0.412711333,0.729437677,PF
Kevin Knox,NYK,6.4,2,1,2,-0.68111447,0.597823623,-0.758946288,-1.033110034,-1.480349431,-0.561613761,0.507354261,-0.412711333,0.729437677,SF
Kevin Knox,NYK,3.9,3,1,2,0.04533567,0.886029424,-0.957825234,-1.955803626,-0.167191653,-0.86224296,-0.357694751,-0.412711333,0.729437677,SF
Kevin Knox,ATL,2.7,4,1,2,0.77178581,1.174235226,-1.00754497,-2.557560316,-1.735141239,-0.035512662,0.370930761,-0.412711333,0.729437677,SF
Kevin Knox,DET,5.6,5,1,2,1.49823595,1.462441027,-1.00754497,-1.541260128,1.302761085,-0.86224296,0.746095387,-0.412711333,0.729437677,SF
Kevin Knox,POR,8.5,5,1,2,1.49823595,1.462441027,-0.758946288,-1.140089001,-0.108393543,0.246327213,0.550761739,-0.412711333,0.729437677,PF
Killian Hayes,DET,6.8,1,3,3,-1.40756461,0.886029424,1.428722113,0.023307268,-2.421119183,-0.336141861,0.222105124,1.296548525,1.558680172,PG
Killian Hayes,DET,6.9,2,3,3,-0.68111447,1.174235226,0.881805013,-0.0836717,-1.65674376,-0.956189585,0.414338238,1.296548525,1.558680172,PG
Killian Hayes,DET,10.3,3,3,3,0.04533567,1.462441027,1.876199741,0.35761654,-1.774339979,-0.054301987,0.746095387,1.296548525,1.558680172,PG
Killian Hayes,DET,6.9,4,3,3,0.77178581,1.750646828,1.229843168,-0.217395409,-1.401951952,-1.068925535,0.92282583,1.296548525,1.558680172,PG
Kira Lewis Jr.,NOP,6.4,1,2,3,-1.40756461,0.886029424,-0.062869979,-1.193578484,-1.343153843,-0.467667136,0.950730637,0.441918596,1.558680172,PG
Kira Lewis Jr.,NOP,5.9,2,2,3,-0.68111447,1.174235226,-0.212029188,-1.527887757,-1.558746911,0.283905863,0.169396045,0.441918596,1.558680172,PG
Kira Lewis Jr.,NOP,4.6,3,2,3,0.04533567,1.462441027,-0.758946288,-2.16976156,0.75397873,-0.204616586,0.653079364,0.441918596,1.558680172,PG
Kira Lewis Jr.,NOP,2.9,4,2,3,0.77178581,1.750646828,-0.609787079,-2.143016818,-3.107097127,-0.223405911,0.380232363,0.441918596,1.558680172,PG
Kristaps Porziņģis,NYK,14.3,1,0,0,-1.40756461,-0.554999581,-0.560067343,0.370988911,-0.539579679,0.716060337,-1.039812253,-1.267341261,-0.929047312,PF
Kristaps Porziņģis,NYK,18.1,2,0,0,-0.68111447,-0.26679378,-0.46062787,0.959373231,0.009202676,0.659692362,-0.261578194,-1.267341261,-0.929047312,PF
Kristaps Porziņģis,NYK,22.7,3,0,0,0.04533567,0.021412021,-0.609787079,0.905883747,-0.127992913,1.918577134,0.051575749,-1.267341261,-0.929047312,PF
Kristaps Porziņģis,DAL,20.4,4,0,0,0.77178581,0.597823623,-0.311468661,0.825649522,0.107199525,1.167004136,0.749195921,-1.267341261,-0.929047312,C
Kristaps Porziņģis,DAL,20.1,5,0,0,1.49823595,0.886029424,-0.410908134,0.705298183,0.71477999,1.073057511,0.144591772,-1.267341261,-0.929047312,C
LaMelo Ball,CHO,15.7,1,1,0,-1.40756461,0.886029424,1.826480005,0.424478395,-0.127992913,0.997900211,0.473248386,-0.412711333,-0.929047312,PG
LaMelo Ball,CHO,20.1,2,1,0,-0.68111447,1.174235226,2.572276051,0.892511376,0.165997635,1.392476035,0.944529569,-0.412711333,-0.929047312,PG
LaMelo Ball,CHO,23.3,3,1,0,0.04533567,1.462441027,2.970033942,1.280310132,-0.088794173,1.730683885,1.239080308,-0.412711333,-0.929047312,PG
LaMelo Ball,CHO,23.9,4,1,0,0.77178581,1.750646828,2.771154996,0.892511376,0.303193223,2.538624858,0.104284829,-0.412711333,-0.929047312,PG
LaMelo Ball,CHO,25.2,5,1,0,1.49823595,2.038852629,2.472836578,0.852394263,-0.186791022,2.839254057,0.231406727,-0.412711333,-0.929047312,PG
Lauri Markkanen,CHI,15.2,1,1,0,-1.40756461,0.021412021,-0.609787079,0.544829733,0.126798895,0.208748563,0.364729693,-0.412711333,-0.929047312,PF
Lauri Markkanen,CHI,18.7,2,1,0,-0.68111447,0.309617822,-0.510347606,0.892511376,0.146398265,0.810006961,0.566264409,-0.412711333,-0.929047312,PF
Lauri Markkanen,CHI,14.7,3,1,0,0.04533567,0.597823623,-0.46062787,0.558202104,0.283593854,0.058433963,0.925926364,-0.412711333,-0.929047312,PF
Lauri Markkanen,CHI,13.6,4,1,0,0.77178581,0.886029424,-0.758946288,0.023307268,1.439956674,-0.110669962,0.653079364,-0.412711333,-0.929047312,PF
Lauri Markkanen,CLE,14.8,5,1,0,1.49823595,1.174235226,-0.560067343,0.691925813,0.71477999,-0.242195236,-0.199567513,-0.412711333,-0.929047312,SF
Lonzo Ball,LAL,10.2,1,0,1,-1.40756461,0.021412021,2.373397105,1.146586423,-1.989933047,-0.63677106,1.062349864,-1.267341261,-0.099804817,PG
Lonzo Ball,LAL,9.9,2,0,1,-0.68111447,0.309617822,1.47844185,0.625063958,-1.147160144,-0.730717685,1.89949407,-1.267341261,-0.099804817,PG
Lonzo Ball,NOP,11.8,3,0,1,0.04533567,0.597823623,2.273957632,0.865766634,-0.559179049,-0.430088486,1.989409559,-1.267341261,-0.099804817,PG
Lonzo Ball,NOP,14.6,4,0,1,0.77178581,0.886029424,1.627601059,0.825649522,0.107199525,-0.054301987,0.950730637,-1.267341261,-0.099804817,PG
Lonzo Ball,CHI,13,5,0,1,1.49823595,1.174235226,1.329282641,1.200075907,0.577584401,-0.63677106,0.398835568,-1.267341261,-0.099804817,PG
Luka Dončić,DAL,21.2,1,1,0,-1.40756461,0.309617822,1.776760268,0.879139005,-0.010396694,1.824630509,0.659280432,-0.412711333,-0.929047312,SG
Luka Dončić,DAL,28.8,2,1,0,-0.68111447,0.597823623,3.168912887,1.066352198,0.773578099,3.008357982,0.749195921,-0.412711333,-0.929047312,PG
Luka Dončić,DAL,27.7,3,1,0,0.04533567,0.886029424,3.069473415,1.159958794,0.812776839,2.858043382,0.144591772,-0.412711333,-0.929047312,PG
Luka Dončić,DAL,28.4,4,1,0,0.77178581,1.174235226,3.119193151,1.307054874,0.499186922,3.121093932,-0.56853107,-0.412711333,-0.929047312,PG
Luka Dončić,DAL,32.4,5,1,0,1.49823595,1.462441027,2.771154996,1.414033841,1.243962975,3.158672582,-0.081747217,-0.412711333,-0.929047312,PG
Luke Kennard,DET,7.6,1,1,4,-1.40756461,0.021412021,-0.361188397,-0.752290245,0.283593854,-0.67434971,-0.224371785,-0.412711333,2.387922666,SG
Luke Kennard,DET,9.7,2,1,4,-0.68111447,0.309617822,-0.311468661,-0.377863859,0.283593854,-0.505245786,0.125988567,-0.412711333,2.387922666,SG
Luke Kennard,DET,15.8,3,1,4,0.04533567,0.597823623,0.832085277,0.972745602,0.851975579,-0.185827261,0.119787499,-0.412711333,2.387922666,SG
Luke Kennard,LAC,8.3,4,1,4,0.77178581,0.886029424,-0.361188397,-0.805779728,1.224363605,-0.693139035,0.048475215,-0.412711333,2.387922666,SG
Luke Kennard,LAC,11.9,5,1,4,1.49823595,1.174235226,-0.162309452,0.237265202,1.439956674,-0.74950701,0.321322216,-0.412711333,2.387922666,SG
Malik Monk,CHO,6.7,1,4,2,-1.40756461,0.021412021,-0.510347606,-1.608121982,-1.343153843,0.772428312,0.367830227,2.151178454,0.729437677,SG
Malik Monk,CHO,8.9,2,4,2,-0.68111447,0.309617822,-0.410908134,-1.12671663,-0.539579679,0.716060337,0.529058,2.151178454,0.729437677,SG
Malik Monk,CHO,10.3,3,4,2,0.04533567,0.597823623,-0.162309452,-0.578449423,-0.304387241,0.396641812,-0.382499024,2.151178454,0.729437677,SG
Malik Monk,CHO,11.7,4,4,2,0.77178581,0.886029424,-0.162309452,-0.631938907,0.459988182,0.565745737,0.473248386,2.151178454,0.729437677,SG
Malik Monk,LAL,13.8,5,4,2,1.49823595,1.174235226,0.23544844,0.330871798,1.008770537,-0.129459287,0.929026898,2.151178454,0.729437677,SG
Marcus Smart,BOS,7.8,1,2,1,-1.40756461,-0.843205383,0.334887912,0.183775718,-1.068762665,-1.068925535,-0.236773922,0.441918596,-0.099804817,PG
Marcus Smart,BOS,9.1,2,2,1,-0.68111447,-0.554999581,0.285168176,0.223892831,-1.61754502,-0.63677106,0.606571352,0.441918596,-0.099804817,PG
Marcus Smart,BOS,10.6,3,2,1,0.04533567,-0.26679378,1.080683959,0.638436329,-1.166759514,-0.373720511,-0.081747217,0.441918596,-0.099804817,SG
Marcus Smart,BOS,10.2,4,2,1,0.77178581,0.021412021,1.180123431,0.571574474,-1.303955103,-0.260984561,-0.224371785,0.441918596,-0.099804817,SG
Marcus Smart,BOS,8.9,5,2,1,1.49823595,0.309617822,0.78236554,0.250637573,0.440388812,-1.162872159,0.916624762,0.441918596,-0.099804817,SG
Mario Hezonja,ORL,6.1,1,1,2,-1.40756461,-0.554999581,-0.510347606,-1.033110034,-0.088794173,-0.730717685,-0.246075524,-0.412711333,0.729437677,SF
Mario Hezonja,ORL,4.9,2,1,2,-0.68111447,-0.26679378,-0.709226552,-1.447653532,-1.872336828,-0.373720511,-0.177863774,-0.412711333,0.729437677,SF
Mario Hezonja,ORL,9.6,3,1,2,0.04533567,0.021412021,-0.510347606,-0.471470456,-0.029996064,-0.167037936,0.343025954,-0.412711333,0.729437677,SF
Mario Hezonja,NYK,8.8,4,1,2,0.77178581,0.309617822,-0.46062787,-0.645311277,-0.951166446,0.096012613,0.832910341,-0.412711333,0.729437677,SF
Mario Hezonja,POR,4.8,5,1,2,1.49823595,0.597823623,-0.758946288,-1.233695597,-0.402384091,-1.294397434,1.146064285,-0.412711333,0.729437677,PF
